SEQ_ID	HMT_ID	Genus	Species	Strain	Contigs	Combined_Size	Habitat	Sequence_Source
SEQF1954	531	Aggregatibacter	actinomycetemcomitans	D17P-2	51	2187951	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/005/GCA_000241005.3_AaD17P-2v2.0
SEQF1955	531	Aggregatibacter	actinomycetemcomitans	D17P-3	123	2284348	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/985/GCA_000240985.3_AaD17P-3v2.0
SEQF1956	545	Aggregatibacter	aphrophilus	ATCC 33389	48	2267213	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/495/GCA_000226495.3_ASM22649v3
SEQF1957	762	Aggregatibacter	segnis	ATCC 33393	5	2012010	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/305/GCA_000185305.1_ASM18530v1
SEQF1958	726	Centipeda	periodontii	DSM 2778	10	2761262	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/975/GCA_000213975.1_ASM21397v1
SEQF1959	843	Dialister	micraerophilus	DSM 19965	7	1281836	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/985/GCA_000194985.1_ASM19498v1
SEQF1960	634	Enterobacter	hormaechei	ATCC 49162	14	4860996	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/995/GCA_000213995.1_ASM21399v1
SEQF1961	801	Enterococcus	casseliflavus	ATCC 12755	16	3600801	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/365/GCA_000191365.1_ASM19136v1
SEQF1963	535	Haemophilus	aegyptius	ATCC 11116	22	1963583	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/005/GCA_000195005.1_ASM19500v1
SEQF1964	608	Lactobacillus	fermentum	CECT 5716	1	2100449	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/515/GCA_000210515.1_ASM21051v1
SEQF1965	861	Lactobacillus	plantarum	WCFS1	4	3348624	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/855/GCA_000203855.3_ASM20385v3
SEQF1966	756	Lactobacillus	salivarius	CECT 5713	4	2136138	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/435/GCA_000143435.1_ASM14343v1
SEQF1967	22	Lautropia	mirabilis	ATCC 51599	8	3151925	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/425/GCA_000186425.1_ASM18642v1
SEQF1968	833	Moraxella	catarrhalis	46P47B1	69	1856042	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/945/GCA_000192945.2_ASM19294v2
SEQF1969	13	Neisseria	bacilliformis	ATCC BAA-1200	13	2470575	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/925/GCA_000194925.1_ASM19492v1
SEQF1970	336	Capnocytophaga	sp. HMT 336	F0502	8	2788212	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/575/GCA_000411575.1_Capn_sp_oral_taxon_336_F0502_V1
SEQF1971	186	Microbacterium	flavescens	F0373	7	3168064	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/455/GCA_000411455.1_Micr_sp_oral_taxon_186_F0373_V1
SEQF1972	192	Propionibacteriaceae [G-2]	bacterium HMT 192	F0372	2	2711056	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/413/315/GCA_000413315.1_Prop_sp_oral_taxon_192_F0372_V1
SEQF1974	840	Peptoniphilus	indolicus	ATCC 29427	98	2237864	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/315/GCA_000227315.1_ASM22731v1
SEQF1975	619	Porphyromonas	gingivalis	TDC60	1	2339898	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/225/GCA_000270225.1_ASM27022v1
SEQF1976	853	Corynebacterium	urealyticum	DSM 7109	1	2369219	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/945/GCA_000069945.1_ASM6994v1
SEQF1977	854	Ralstonia	pickettii	12D	5	5685358	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/425/GCA_000023425.1_ASM2342v1
SEQF1978	855	Kytococcus	sedentarius	DSM 20547	1	2785024	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/925/GCA_000023925.1_ASM2392v1
SEQF1979	856	Sanguibacter	keddieii	DSM 10542	1	4253413	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/925/GCA_000024925.1_ASM2492v1
SEQF1980	857	Rhodobacter	capsulatus	SB 1003	2	3871920	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/865/GCA_000021865.1_ASM2186v1
SEQF1981	858	Comamonas	testosteroni	KF-1	1	6026527	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/855/GCA_000168855.1_ASM16885v1
SEQF1982	859	Anaerococcus	lactolyticus	ATCC 51172	251	2206675	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/156/575/GCA_000156575.1_ASM15657v1
SEQF1983	860	Fusobacterium	gonidiaformans	ATCC 25563	6	1698329	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/835/GCA_000158835.2_Fuso_gon_ATCC25563_V2
SEQF1984	861	Lactobacillus	plantarum	subsp. plantarum ATCC 14917	9	3212261	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/745/GCA_000143745.1_ASM14374v1
SEQF1985	560	Prevotella	buccae	ATCC 33574	21	3284105	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/945/GCA_000184945.1_ASM18494v1
SEQF1986	685	Prevotella	multiformis	DSM 16608	25	3057407	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/065/GCA_000191065.1_ASM19106v1
SEQF1987	794	Prevotella	multisaccharivorax	DSM 17128	3	3388644	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/235/GCA_000218235.1_ASM21823v1
SEQF1988	705	Prevotella	oralis	ATCC 33269	4	2839537	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/145/GCA_000185145.2_ASM18514v2
SEQF1989	714	Prevotella	pallens	ATCC 700821	40	3127600	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/255/GCA_000220255.1_ASM22025v1
SEQF1990	552	Cutibacterium	avidum	ATCC 25577	7	2553960	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/227/295/GCA_000227295.1_ASM22729v1
SEQF1991	536	Pseudomonas	aeruginosa	138244	23	6529310	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/775/GCA_000215775.5_PA13_miseq
SEQF1992	536	Pseudomonas	aeruginosa	HB15	19	6637697	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/795/GCA_000215795.5_PA15_miseq
SEQF1993	538	Pseudoramibacter	alactolyticus	ATCC 23263	42	2362882	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/505/GCA_000185505.1_ASM18550v1
SEQF1994	587	Rothia	dentocariosa	M567	6	2532787	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/585/GCA_000143585.1_ASM14358v1
SEQF1995	537	Streptococcus	agalactiae	ATCC 13813	21	2287892	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/445/GCA_000186445.1_ASM18644v1
SEQF1996	543	Streptococcus	anginosus	SK52	109	1892386	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/555/GCA_000214555.2_ASM21455v1
SEQF1997	578	Streptococcus	cristatus clade 578	ATCC 51100	5	1982490	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/855/GCA_000187855.1_ASM18785v1
SEQF1998	707	Streptococcus	oralis subsp. oralis	ATCC 6249	8	1915891	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/585/GCA_000146585.1_ASM14658v1
SEQF1999	398	Streptococcus	oralis subsp. dentisani clade 398	SK95	66	2020730	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/705/GCA_000222705.2_ASM22270v2
SEQF2000	728	Streptococcus	peroris	ATCC 700780	3	1639920	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/187/585/GCA_000187585.1_ASM18758v1
SEQF2001	677	Streptococcus	mitis	SK321	40	1873702	Nasal,Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/505/GCA_000148505.2_ASM14850v1
SEQF2002	677	Streptococcus	mitis	SK564	35	2026898	Nasal,Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/525/GCA_000148525.2_ASM14852v1
SEQF2003	677	Streptococcus	mitis	SK597	108	2029198	Nasal,Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/545/GCA_000148545.2_ASM14854v1
SEQF2004	21	Streptococcus	vestibularis	ATCC 49124	21	1872773	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/188/295/GCA_000188295.1_ASM18829v1
SEQF2005	707	Streptococcus	oralis subsp. oralis	Uo5	1	1958690	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/155/GCA_000253155.1_ASM25315v1
SEQF2006	755	Streptococcus	salivarius	57.I	2	2179563	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/335/GCA_000305335.2_ASM30533v2
SEQF2007	721	Streptococcus	parasanguinis clade 721	SK236	18	1988691	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/725/GCA_000222725.2_ASM22272v2
SEQF2008	758	Streptococcus	sanguinis	ATCC 29667	10	2429348	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/315/GCA_000220315.1_ASM22031v1
SEQF2009	758	Streptococcus	sanguinis	ATCC 49296	5	2068336	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/265/GCA_000185265.1_ASM18526v1
SEQF2010	758	Streptococcus	sanguinis	SK115	5	2346734	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/205/GCA_000192205.1_ASM19220v1
SEQF2011	758	Streptococcus	sanguinis	SK150	5	2324334	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/245/GCA_000192245.1_ASM19224v1
SEQF2012	758	Streptococcus	sanguinis	SK160	5	2333870	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/275/GCA_000192275.1_ASM19227v1
SEQF2013	758	Streptococcus	sanguinis	SK330	11	2415674	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/025/GCA_000195025.1_ASM19502v1
SEQF2014	758	Streptococcus	sanguinis	SK340	4	2408728	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/275/GCA_000220275.1_ASM22027v1
SEQF2015	758	Streptococcus	sanguinis	SK353	3	2301077	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/085/GCA_000191085.1_ASM19108v1
SEQF2016	758	Streptococcus	sanguinis	SK355	6	2370432	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/855/GCA_000212855.1_ASM21285v1
SEQF2017	758	Streptococcus	sanguinis	SK49	5	2279404	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/815/GCA_000212815.1_ASM21281v1
SEQF2018	758	Streptococcus	sanguinis	SK72	6	2376010	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/185/GCA_000192185.1_ASM19218v1
SEQF2019	803	Enterococcus	italicus	DSM 15952	55	2415788	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/365/GCA_000185365.1_ASM18536v1
SEQF2020	73	Streptococcus	australis	ATCC 700641	6	2129953	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/465/GCA_000186465.1_ASM18646v1
SEQF2021	586	Parascardovia	denticolens	DSM 10105	1	1891448	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/785/GCA_000191785.1_ASM19178v1
SEQF2022	583	Prevotella	dentalis	DSM 3688	25	3286469	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/215/GCA_000220215.1_ASM22021v1
SEQF2023	707	Streptococcus	oralis subsp. oralis	ATCC 35037	10	1913838	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/095/GCA_000164095.1_ASM16409v1
SEQF2029	343	Achromobacter	xylosoxidans	AXX-A	13	6860805	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/745/GCA_000219745.1_ASM21974v1
SEQF2030	343	Achromobacter	xylosoxidans	C54	262	6514720	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/185/GCA_000186185.1_Achr_xylo_C54_V2
SEQF2031	866	Actinomyces	graevenitzii	C83	10	2205725	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/695/GCA_000239695.1_Acti_grae_C83_V1
SEQF2032	531	Aggregatibacter	actinomycetemcomitans	serotype a str. H5P1	102	2200508	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/715/GCA_000226715.3_AaH5P-1v2.0
SEQF2033	531	Aggregatibacter	actinomycetemcomitans	serotype b str. I23C	30	2112113	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/835/GCA_000226835.3_AaI23Cv2.0
SEQF2034	531	Aggregatibacter	actinomycetemcomitans	serotype b str. SCC1398	34	2042853	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/815/GCA_000226815.3_AaSCC1398v2.0
SEQF2035	485	Agrobacterium	tumefaciens	F2	8	5465705	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/665/GCA_000219665.2_ASM21966v2
SEQF2036	738	Anaerococcus	prevotii	ACS-065-V-Col13	35	1697099	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/725/GCA_000191725.2_ASM19172v2
SEQF2037	814	Atopobium	vaginae	PB189-T1-4	34	1449613	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/715/GCA_000179715.1_ASM17971v1
SEQF2039	468	Bacillus	subtilis	subsp. natto BEST195	2	4111218	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/795/GCA_000209795.2_ASM20979v2
SEQF2040	862	Bifidobacterium	longum	NCC2705	2	2260266	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/525/GCA_000007525.1_ASM752v1
SEQF2041	862	Bifidobacterium	longum	subsp. infantis 157F	3	2408831	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/575/GCA_000196575.1_ASM19657v1
SEQF2042	862	Bifidobacterium	longum	subsp. longum BBMN68	1	2265943	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/315/GCA_000166315.1_ASM16631v1
SEQF2043	862	Bifidobacterium	longum	subsp. longum F8	1	2384987	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/755/GCA_000210755.1_ASM21075v1
SEQF2044	862	Bifidobacterium	longum	subsp. longum JCM 1217	1	2385164	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/555/GCA_000196555.1_ASM19655v1
SEQF2045	862	Bifidobacterium	longum	subsp. longum JDM301	1	2477838	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/325/GCA_000092325.1_ASM9232v1
SEQF2046	862	Bifidobacterium	longum	subsp. longum KACC 91563	3	2395764	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/455/GCA_000219455.1_ASM21945v1
SEQF2047	858	Comamonas	testosteroni	CNB-2	1	5373644	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/093/145/GCA_000093145.2_ASM9314v2
SEQF2048	591	Corynebacterium	diphtheriae	241	1	2426551	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/895/GCA_000241895.1_ASM24189v1
SEQF2049	829	Gardnerella	vaginalis	HMP9231	1	1726519	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/955/GCA_000213955.1_ASM21395v1
SEQF2050	641	Haemophilus	influenzae	F3031	1	1985832	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/197/875/GCA_000197875.1_ASM19787v1
SEQF2051	641	Haemophilus	influenzae	F3047	1	2007018	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/475/GCA_000200475.1_ASM20047v1
SEQF2052	641	Haemophilus	influenzae	Rd KW20	1	1830138	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/305/GCA_000027305.1_ASM2730v1
SEQF2053	588	Bifidobacterium	dentium	ATCC 27679	10	2645781	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/775/GCA_000146775.1_ASM14677v1
SEQF2056	590	Brevundimonas	diminuta	ATCC 11568	8	3369316	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/035/GCA_000204035.1_ASM20403v1
SEQF2057	858	Comamonas	testosteroni	ATCC 11996	63	5410155	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/241/525/GCA_000241525.2_ASM24152v2
SEQF2058	858	Comamonas	testosteroni	S44	112	5534155	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/915/GCA_000178915.1_ASM17891v1
SEQF2059	813	Dolosigranulum	pigrum	ATCC 51524	2	1862135	Nasal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/815/GCA_000245815.1_Dolo_pigr_ATCC_51524_V1
SEQF2060	802	Enterococcus	saccharolyticus	30_1	16	3137657	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/234/175/GCA_000234175.1_Ente_sacc_30_1_V1
SEQF2061	662	Finegoldia	magna	ACS-171-V-Col3	30	1828755	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/495/GCA_000179495.1_ASM17949v1
SEQF2062	662	Finegoldia	magna	BVS033A4	50	1995204	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/695/GCA_000179695.1_ASM17969v1
SEQF2063	662	Finegoldia	magna	SY403409CC001050417	39	2032717	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/585/GCA_000221585.2_ASM22158v2
SEQF2064	690	Fusobacterium	necrophorum	subsp. funduliforme 1_1_36S	15	2312695	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/215/GCA_000242215.1_Fuso_necr_1_1_36S_V1
SEQF2065	420	Fusobacterium	nucleatum subsp. animalis	ATCC 51191	465	2476543	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/825/GCA_000220825.1_ASM22082v1
SEQF2067	698	Fusobacterium	nucleatum subsp. nucleatum	ATCC 23726	67	2237034	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/895/GCA_000178895.1_ASM17889v1
SEQF2068	829	Gardnerella	vaginalis	AMD	117	1606758	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/475/GCA_000176475.1_ASM17647v1
SEQF2070	626	Gemella	haemolysans	M341	27	2053439	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/355/GCA_000204355.1_Geme_haem_M341_V1
SEQF2071	757	Gemella	sanguinis	M325	5	1756105	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/335/GCA_000204335.2_Geme_sang_M325_V2
SEQF2072	851	Haemophilus	haemolyticus	M19107	123	1915087	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/005/GCA_000222005.2_ASM22200v2
SEQF2073	851	Haemophilus	haemolyticus	M19501	22	1884911	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/025/GCA_000222025.2_ASM22202v2
SEQF2074	851	Haemophilus	haemolyticus	M21127	38	1945624	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/045/GCA_000222045.2_ASM22204v2
SEQF2075	851	Haemophilus	haemolyticus	M21621	28	2089205	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/065/GCA_000222065.2_ASM22206v1
SEQF2076	851	Haemophilus	haemolyticus	M21639	53	2328161	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/085/GCA_000222085.2_ASM22208v2
SEQF2077	718	Haemophilus	parainfluenzae	ATCC 33392	10	2124757	Nasal,Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/405/GCA_000191405.1_ASM19140v1
SEQF2078	777	Jonquetella	anthropi	DSM 22815	1	1675934	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/805/GCA_000237805.1_ASM23780v1
SEQF2079	582	Kingella	denitrificans	ATCC 33394	12	2220455	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/695/GCA_000190695.1_ASM19069v1
SEQF2080	646	Kingella	kingae	ATCC 23330	20	1975353	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/535/GCA_000213535.1_ASM21353v1
SEQF2084	817	Lactobacillus	crispatus	214-1	187	2068805	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/575/GCA_000177575.1_ASM17757v1
SEQF2090	838	Lactobacillus	iners	ATCC 55195	7	1238993	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/405/GCA_000185405.1_ASM18540v1
SEQF2091	838	Lactobacillus	iners	LactinV 01V1-a	92	1294173	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/125/GCA_000149125.2_ASM14912v1
SEQF2092	838	Lactobacillus	iners	LactinV 03V1-b	67	1303958	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/105/GCA_000149105.2_ASM14910v1
SEQF2093	838	Lactobacillus	iners	LactinV 09V1-c	35	1312334	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/085/GCA_000149085.2_ASM14908v1
SEQF2094	838	Lactobacillus	iners	LactinV 11V1-d	27	1310250	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/065/GCA_000149065.2_ASM14906v1
SEQF2095	838	Lactobacillus	iners	LEAF 2052A-d	28	1322320	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/955/GCA_000179955.1_ASM17995v1
SEQF2096	838	Lactobacillus	iners	LEAF 2053A-b	37	1368717	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/935/GCA_000179935.1_ASM17993v1
SEQF2097	838	Lactobacillus	iners	LEAF 2062A-h1	24	1303868	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/975/GCA_000179975.1_ASM17997v1
SEQF2098	838	Lactobacillus	iners	LEAF 3008A-a	25	1273041	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/995/GCA_000179995.1_ASM17999v1
SEQF2099	838	Lactobacillus	iners	SPIN 1401G	52	1281027	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/435/GCA_000204435.2_ASM20443v1
SEQF2100	838	Lactobacillus	iners	SPIN 2503V10-D	31	1283897	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/145/GCA_000149145.2_ASM14914v1
SEQF2101	838	Lactobacillus	iners	UPII 143-D	21	1257583	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/685/GCA_000191685.2_ASM19168v1
SEQF2102	838	Lactobacillus	iners	UPII 60-B	31	1323615	Vaginal	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/705/GCA_000191705.2_ASM19170v1
SEQF2103	819	Lactobacillus	johnsonii	pf01	3	1973006	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/475/GCA_000219475.3_ASM21947v3
SEQF2104	861	Lactobacillus	plantarum	subsp. plantarum NC8	10	3207224	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/735/GCA_000247735.2_ASM24773v2
SEQF2106	731	Klebsiella	pneumoniae	KCTC 2242	2	5462423	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/485/GCA_000220485.1_ASM22048v1
SEQF2107	731	Klebsiella	pneumoniae	subsp. pneumoniae HS11286	7	5682322	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2
SEQF2108	529	Lactobacillus	acidophilus	30SC	3	2097766	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/545/GCA_000191545.1_ASM19154v1
SEQF2109	568	Lactobacillus	casei	BD-II	2	3127288	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/765/GCA_000194765.1_ASM19476v1
SEQF2110	568	Lactobacillus	casei	LC2W	2	3077434	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/785/GCA_000194785.1_ASM19478v1
SEQF2111	819	Lactobacillus	johnsonii	DPC 6026	1	1966342	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/985/GCA_000204985.1_ASM20498v1
SEQF2112	861	Lactobacillus	plantarum	JDM1	1	3197759	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/085/GCA_000023085.1_ASM2308v1
SEQF2113	861	Lactobacillus	plantarum	subsp. plantarum ST-III	2	3307936	Unassigned	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/815/GCA_000148815.2_ASM14881v1
SEQF2114	749	Lactobacillus	rhamnosus	ATCC 8530	1	2960339	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/755/GCA_000233755.1_ASM23375v1
SEQF2117	749	Lactobacillus	rhamnosus	ATCC 21052	42	2877033	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/865/GCA_000235865.1_ASM23586v1
